hip_angle_l,hip_flexion_l_moment,hip_angle_l_normalized,hip_flexion_l_moment_normalized
-2.316923622,0.24061072,0.8405092222664643,0.6740808972608384
-2.802505784,0.209876176,0.8306465268048431,0.6541126250973395
-3.423101207,0.183106043,0.8180415669424069,0.6367200357816476
-4.12614353,0.160434563,0.8037620219529029,0.6219903465111862
-4.829152331,0.141778471,0.7894831578312377,0.6098694599099965
-5.534312084,0.12721089,0.7751606055632839,0.6004048840837921
-6.382434077,0.11660451,0.7579343365899559,0.5935139055643291
-7.230596512,0.109891103,0.7407072461961535,0.5891521965335936
-8.078718505,0.106814623,0.7234809772228254,0.5871534035810917
-8.957546338,0.107666916,0.7056310396460916,0.5877071394226595
-9.891999928,0.112547303,0.6866512831755718,0.5908779330377918
-10.82649808,0.119818228,0.6676706216029504,0.5956018622192493
-11.76099623,0.128959683,0.6486899600709514,0.6015410771108181
-12.74057026,0.138795849,0.6287937589827349,0.60793164661897
-13.73497382,0.149205394,0.6085963542060909,0.6146947411896326
-14.72932997,0.159861058,0.5883999123774883,0.621617739586316
-15.725323,0.170396202,0.5681702237572807,0.6284624359863554
-16.73038675,0.181010439,0.5477562990675082,0.6353585192086697
-17.73549843,0.190485507,0.5273414008679356,0.6415144828888746
-18.74056218,0.198470509,0.506927476178163,0.646702348801643
-19.75477682,0.204673485,0.48632768707998425,0.6507324301651946
-20.78101854,0.20888122,0.4654836150640722,0.6534662009239824
-21.8073092,0.210970257,0.4446385490241749,0.6548234509087429
-22.83355092,0.210878082,0.42379447700826284,0.654763564694499
-23.72190853,0.208795675,0.4057509794210438,0.6534106222291357
-24.5777069,0.204658716,0.3883687949826835,0.6507228347271888
-25.43354609,0.198560273,0.37098578144626265,0.6467606685861332
-26.21972591,0.19070179,0.35501762456258346,0.6416550022279068
-26.74115368,0.181351569,0.34442686628686614,0.6355801518017264
-27.26255659,0.170738627,0.33383661294446054,0.6286849099425522
-27.78398436,0.159164243,0.32324585466874317,0.6211650179982682
-28.26885967,0.147252796,0.31339751613074485,0.6134261357959784
